Store,Date,IsHoliday,Weekly_Sales,Sales_Avg_For_Date,Weekly_Sales_Adjusted,Type,Size,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,bin_unemp,bin_fuel
12,2010-06-18,False,956211.2,1058267.694,-102056.49399999995,B,112238,81.06,3.043,,,,,,126.114,14.099,,"(3.0, 3.1]"
12,2010-06-25,False,958007.69,1035756.362,-77748.67200000002,B,112238,87.27,3.084,,,,,,126.1266,14.099,,"(3.0, 3.1]"
12,2010-07-05,False,1043240.27,1077849.8560000001,-34609.58600000013,B,112238,70.15,3.127,,,,,,126.2898,14.099,,"(3.1, 3.2]"
12,2010-07-16,False,916402.76,1027642.2128888889,-111239.45288888889,B,112238,97.18,3.094,,,,,,126.1498065,14.18,,"(3.0, 3.1]"
12,2010-07-23,False,912403.67,997529.9802222222,-85126.31022222212,B,112238,99.22,3.112,,,,,,126.1283548,14.18,,"(3.1, 3.2]"
12,2010-07-30,False,913548.25,991785.8537777779,-78237.60377777787,B,112238,96.31,3.017,,,,,,126.1069032,14.18,,"(3.0, 3.1]"
12,2010-08-10,False,918335.68,1002288.3162222222,-83952.63622222212,B,112238,71.82,3.013,,,,,,126.2791667,14.313,,"(3.0, 3.1]"
12,2010-08-13,False,928264.4,1032542.6313333334,-104278.23133333342,B,112238,87.01,3.159,,,,,,126.064,14.18,,"(3.1, 3.2]"
12,2010-08-20,False,948447.34,1045798.9537777778,-97351.61377777788,B,112238,92.81,3.041,,,,,,126.0766452,14.18,,"(3.0, 3.1]"
12,2010-08-27,False,1004516.46,1020216.4542222222,-15699.994222222245,B,112238,93.19,3.129,,,,,,126.0892903,14.18,,"(3.1, 3.2]"
12,2010-09-04,False,1041238.87,1052562.0097777778,-11323.139777777833,B,112238,59.25,3.09,,,,,,126.6019032,14.099,,"(3.0, 3.1]"
12,2010-09-07,False,943506.28,1064433.986,-120927.706,B,112238,90.37,3.1,,,,,,126.1518,14.18,,"(3.0, 3.1]"
12,2010-09-17,False,852882.61,957349.478,-104466.86800000002,B,112238,82.45,3.028,,,,,,126.1454667,14.18,,"(3.0, 3.1]"
12,2010-09-24,False,851919.34,919078.0979999999,-67158.75799999991,B,112238,81.77,2.939,,,,,,126.1900333,14.18,,"(2.9, 3.0]"
12,2010-10-09,True,903119.03,1014097.7297777778,-110978.69977777777,B,112238,83.63,3.044,,,,,,126.1145806,14.18,,"(3.0, 3.1]"
12,2010-10-12,False,1121934.15,1237039.342,-115105.19200000004,B,112238,50.01,3.203,,,,,,126.7934,14.313,,"(3.2, 3.3]"
12,2010-10-15,False,862419.84,958877.1877777779,-96457.34777777793,B,112238,75.0,2.976,,,,,,126.3266774,14.313,,"(2.9, 3.0]"
12,2010-10-22,False,857883.46,957037.1004444443,-99153.64044444438,B,112238,68.85,3.014,,,,,,126.3815484,14.313,,"(3.0, 3.1]"
12,2010-10-29,False,955294.7,968951.7988888889,-13657.098888888955,B,112238,61.09,3.016,,,,,,126.4364194,14.313,,"(3.0, 3.1]"
12,2010-11-06,False,1016039.71,1062812.1493333334,-46772.4393333334,B,112238,90.84,2.949,,,,,,126.1119032,14.099,,"(2.9, 3.0]"
12,2010-11-19,False,894493.7,1002790.7595555555,-108297.05955555558,B,112238,58.18,3.161,,,,,,126.6072,14.313,,"(3.1, 3.2]"
12,2010-11-26,True,1601377.41,1462688.960888889,138688.449111111,B,112238,47.66,3.162,,,,,,126.6692667,14.313,,"(3.1, 3.2]"
12,2010-12-02,True,1117863.33,1074148.3917777778,43714.93822222226,B,112238,47.87,2.946,,,,,,126.4962581,13.975,"(13.0, 14.0]","(2.9, 3.0]"
12,2010-12-03,False,985594.23,1020564.3668888889,-34970.1368888889,B,112238,50.11,2.925,,,,,,126.6042857,13.975,"(13.0, 14.0]","(2.9, 3.0]"
12,2010-12-11,False,942475.24,1024995.5739999999,-82520.33399999992,B,112238,57.79,3.13,,,,,,126.5461613,14.313,,"(3.1, 3.2]"
12,2010-12-17,False,1295605.35,1373795.5522222223,-78190.20222222223,B,112238,52.77,3.236,,,,,,126.8794839,14.313,,"(3.2, 3.3]"
12,2010-12-24,False,1768249.89,1798475.9022222222,-30226.012222222285,B,112238,52.02,3.236,,,,,,126.9835806,14.313,,"(3.2, 3.3]"
12,2010-12-31,True,891736.91,898500.4222222222,-6763.512222222169,B,112238,45.64,3.148,,,,,,127.0876774,14.313,,"(3.1, 3.2]"
13,2010-01-10,False,1765584.48,938663.9082222221,826920.5717777779,A,219622,68.74,2.853,,,,,,126.2346,7.795,"(7.0, 8.0]","(2.8, 2.9]"
13,2010-02-04,False,2142482.14,1120529.5835555554,1021952.5564444447,A,219622,42.15,2.842,,,,,,126.6034839,8.107,"(8.0, 9.0]","(2.8, 2.9]"
13,2010-02-07,False,2018314.71,1087055.211111111,931259.4988888889,A,219622,78.82,2.814,,,,,,126.1392,7.951,"(7.0, 8.0]","(2.8, 2.9]"
13,2010-02-19,False,1970274.64,1072822.084,897452.5559999999,A,219622,35.7,2.654,,,,,,126.5262857,8.316,"(8.0, 9.0]","(2.6, 2.7]"
13,2010-02-26,False,1817850.32,977079.3584444445,840770.9615555556,A,219622,29.98,2.667,,,,,,126.5522857,8.316,"(8.0, 9.0]","(2.6, 2.7]"
13,2010-03-09,False,1911852.58,1048761.2802222222,863091.2997777779,A,219622,65.71,2.868,,,,,,126.1019355,7.951,"(7.0, 8.0]","(2.8, 2.9]"
13,2010-03-12,False,2083379.8900000001,1109089.5084444445,974290.3815555556,A,219622,25.8,2.812,,,,,,126.7313333,7.795,"(7.0, 8.0]","(2.8, 2.9]"
13,2010-03-19,False,1879794.8900000001,999754.992,880039.8980000002,A,219622,42.49,2.782,,,,,,126.6066452,8.316,"(8.0, 9.0]","(2.7, 2.8]"
13,2010-03-26,False,1882095.98,980754.69,901341.29,A,219622,41.48,2.819,,,,,,126.6050645,8.316,"(8.0, 9.0]","(2.8, 2.9]"
13,2010-04-06,False,2022705.22,1115300.9582222223,907404.2617777777,A,219622,59.85,2.871,,,,,,126.1360645,8.107,"(8.0, 9.0]","(2.8, 2.9]"
13,2010-04-16,False,1819660.44,1004081.4906666667,815578.9493333333,A,219622,50.39,2.915,,,,,,126.5621,8.107,"(8.0, 9.0]","(2.9, 3.0]"
13,2010-04-23,False,1909330.77,994098.9457777778,915231.8242222222,A,219622,55.66,2.936,,,,,,126.4713333,8.107,"(8.0, 9.0]","(2.9, 3.0]"
13,2010-04-30,False,1785823.3699999999,971225.0380000001,814598.3319999998,A,219622,48.33,2.941,,,,,,126.3805667,8.107,"(8.0, 9.0]","(2.9, 3.0]"
13,2010-05-02,False,1967220.53,1105572.0111111111,861648.5188888889,A,219622,31.53,2.666,,,,,,126.4420645,8.316,"(8.0, 9.0]","(2.6, 2.7]"
13,2010-05-03,False,1939980.43,1041588.2288888888,898392.2011111111,A,219622,40.65,2.681,,,,,,126.5782857,8.316,"(8.0, 9.0]","(2.6, 2.7]"
13,2010-05-11,False,1854967.66,1017377.3753333334,837590.2846666665,A,219622,49.96,2.831,,,,,,126.4912903,7.795,"(7.0, 8.0]","(2.8, 2.9]"
13,2010-05-14,False,1890273.44,1007335.1155555557,882938.3244444443,A,219622,50.15,2.962,,,,,,126.2085484,8.107,"(8.0, 9.0]","(2.9, 3.0]"
13,2010-05-21,False,1853657.5999999999,1002669.0680000001,850988.5319999998,A,219622,57.71,2.95,,,,,,126.1843871,8.107,"(8.0, 9.0]","(2.9, 3.0]"
13,2010-05-28,False,1877358.86,1061277.8346666668,816081.0253333333,A,219622,53.11,2.908,,,,,,126.1602258,8.107,"(8.0, 9.0]","(2.9, 3.0]"
13,2010-06-08,False,1969121.45,1071222.2026666666,897899.2473333334,A,219622,81.24,2.802,,,,,,126.0854516,7.951,"(7.0, 8.0]","(2.8, 2.9]"
13,2010-06-18,False,2003435.31,1058267.694,945167.6160000002,A,219622,58.41,2.819,,,,,,126.114,8.107,"(8.0, 9.0]","(2.8, 2.9]"
13,2010-06-25,False,1970340.25,1035756.362,934583.888,A,219622,71.83,2.82,,,,,,126.1266,8.107,"(8.0, 9.0]","(2.8, 2.9]"
13,2010-07-05,False,2005478.46,1077849.8560000001,927628.6039999998,A,219622,44.42,2.948,,,,,,126.2898,8.107,"(8.0, 9.0]","(2.9, 3.0]"
13,2010-07-16,False,1932231.05,1027642.2128888889,904588.8371111111,A,219622,77.79,2.791,,,,,,126.1498065,7.951,"(7.0, 8.0]","(2.7, 2.8]"
13,2010-07-23,False,1907351.2,997529.9802222222,909821.2197777778,A,219622,82.27,2.797,,,,,,126.1283548,7.951,"(7.0, 8.0]","(2.7, 2.8]"
13,2010-07-30,False,1817887.23,991785.8537777779,826101.3762222221,A,219622,78.94,2.797,,,,,,126.1069032,7.951,"(7.0, 8.0]","(2.7, 2.8]"
13,2010-08-10,False,1871924.07,1002288.3162222222,869635.7537777779,A,219622,63.03,2.841,,,,,,126.2791667,7.795,"(7.0, 8.0]","(2.8, 2.9]"
13,2010-08-13,False,1877592.55,1032542.6313333334,845049.9186666666,A,219622,74.93,2.837,,,,,,126.064,7.951,"(7.0, 8.0]","(2.8, 2.9]"
13,2010-08-20,False,1997397.6300000001,1045798.9537777778,951598.6762222223,A,219622,76.34,2.85,,,,,,126.0766452,7.951,"(7.0, 8.0]","(2.8, 2.9]"
13,2010-08-27,False,1908278.27,1020216.4542222222,888061.8157777778,A,219622,75.31,2.854,,,,,,126.0892903,7.951,"(7.0, 8.0]","(2.8, 2.9]"
13,2010-09-04,False,1898321.3299999998,1052562.0097777778,845759.320222222,A,219622,38.97,2.877,,,,,,126.6019032,8.107,"(8.0, 9.0]","(2.8, 2.9]"
13,2010-09-07,False,1870843.9,1064433.986,806409.9139999999,A,219622,71.33,2.802,,,,,,126.1518,7.951,"(7.0, 8.0]","(2.8, 2.9]"
13,2010-09-17,False,1790279.74,957349.478,832930.262,A,219622,66.84,2.875,,,,,,126.1454667,7.951,"(7.0, 8.0]","(2.8, 2.9]"
13,2010-09-24,False,1705655.09,919078.0979999999,786576.9920000002,A,219622,68.22,2.872,,,,,,126.1900333,7.951,"(7.0, 8.0]","(2.8, 2.9]"
13,2010-10-09,True,1772143.94,1014097.7297777778,758046.2102222221,A,219622,65.74,2.87,,,,,,126.1145806,7.951,"(7.0, 8.0]","(2.8, 2.9]"
13,2010-10-12,False,2461468.35,1237039.342,1224429.0080000001,A,219622,36.78,2.817,,,,,,126.7934,7.795,"(7.0, 8.0]","(2.8, 2.9]"
13,2010-10-15,False,1851431.06,958877.1877777779,892553.8722222222,A,219622,54.12,2.845,,,,,,126.3266774,7.795,"(7.0, 8.0]","(2.8, 2.9]"
13,2010-10-22,False,1796949.59,957037.1004444443,839912.4895555557,A,219622,56.89,2.849,,,,,,126.3815484,7.795,"(7.0, 8.0]","(2.8, 2.9]"
13,2010-10-29,False,1887895.07,968951.7988888889,918943.2711111112,A,219622,45.12,2.841,,,,,,126.4364194,7.795,"(7.0, 8.0]","(2.8, 2.9]"
13,2010-11-06,False,2037880.96,1062812.1493333334,975068.8106666666,A,219622,65.24,2.841,,,,,,126.1119032,8.107,"(8.0, 9.0]","(2.8, 2.9]"
13,2010-11-19,False,1925393.91,1002790.7595555555,922603.1504444444,A,219622,42.0,2.842,,,,,,126.6072,7.795,"(7.0, 8.0]","(2.8, 2.9]"
13,2010-11-26,True,2766400.05,1462688.960888889,1303711.089111111,A,219622,28.22,2.83,,,,,,126.6692667,7.795,"(7.0, 8.0]","(2.8, 2.9]"
13,2010-12-02,True,2030933.46,1074148.3917777778,956785.0682222222,A,219622,33.16,2.671,,,,,,126.4962581,8.316,"(8.0, 9.0]","(2.6, 2.7]"
13,2010-12-03,False,1840686.94,1020564.3668888889,820122.5731111111,A,219622,37.62,2.733,,,,,,126.6042857,8.316,"(8.0, 9.0]","(2.7, 2.8]"
13,2010-12-11,False,1939964.6300000001,1024995.5739999999,914969.0560000002,A,219622,42.55,2.831,,,,,,126.5461613,7.795,"(7.0, 8.0]","(2.8, 2.9]"
13,2010-12-17,False,2771646.81,1373795.5522222223,1397851.2577777777,A,219622,35.21,2.842,,,,,,126.8794839,7.795,"(7.0, 8.0]","(2.8, 2.9]"
13,2010-12-24,False,3595903.2,1798475.9022222222,1797427.297777778,A,219622,34.9,2.846,,,,,,126.9835806,7.795,"(7.0, 8.0]","(2.8, 2.9]"
13,2010-12-31,True,1675292.0,898500.4222222222,776791.5777777778,A,219622,26.79,2.868,,,,,,127.0876774,7.795,"(7.0, 8.0]","(2.8, 2.9]"
14,2010-01-10,False,1855703.66,938663.9082222221,917039.7517777778,A,200898,70.58,2.707,,,,,,182.7168385,8.724,"(8.0, 9.0]","(2.7, 2.8]"
14,2010-02-04,False,2495630.5100000002,1120529.5835555554,1375100.9264444448,A,200898,47.74,2.85,,,,,,181.8657537,8.899,"(8.0, 9.0]","(2.8, 2.9]"
14,2010-02-07,False,2334788.42,1087055.211111111,1247733.2088888888,A,200898,76.61,2.815,,,,,,182.3187801,8.743,"(8.0, 9.0]","(2.8, 2.9]"
14,2010-02-19,False,2204556.7,1072822.084,1131734.6160000002,A,200898,31.27,2.745,,,,,,182.0347816,8.992,"(8.0, 9.0]","(2.7, 2.8]"
14,2010-02-26,False,2095591.63,977079.3584444445,1118512.2715555555,A,200898,34.89,2.754,,,,,,182.0774691,8.992,"(8.0, 9.0]","(2.7, 2.8]"
14,2010-03-09,False,2182563.66,1048761.2802222222,1133802.379777778,A,200898,78.37,2.715,,,,,,182.6042922,8.743,"(8.0, 9.0]","(2.7, 2.8]"
14,2010-03-12,False,2258489.63,1109089.5084444445,1149400.1215555554,A,200898,40.93,3.046,,,,,,182.6676154,8.724,"(8.0, 9.0]","(3.0, 3.1]"
14,2010-03-19,False,2066219.3,999754.992,1066464.3080000002,A,200898,48.79,2.844,,,,,,182.0779857,8.992,"(8.0, 9.0]","(2.8, 2.9]"
14,2010-03-26,False,2050396.27,980754.69,1069641.58,A,200898,54.36,2.854,,,,,,181.9718697,8.992,"(8.0, 9.0]","(2.8, 2.9]"
14,2010-04-06,False,2363601.47,1115300.9582222223,1248300.511777778,A,200898,75.93,2.847,,,,,,182.2389876,8.899,"(8.0, 9.0]","(2.8, 2.9]"
14,2010-04-16,False,2121788.61,1004081.4906666667,1117707.1193333333,A,200898,54.28,2.899,,,,,,181.6924769,8.899,"(8.0, 9.0]","(2.8, 2.9]"
14,2010-04-23,False,2138144.91,994098.9457777778,1144045.9642222223,A,200898,53.47,2.902,,,,,,181.6772564,8.899,"(8.0, 9.0]","(2.9, 3.0]"
14,2010-04-30,False,2082355.12,971225.0380000001,1111130.082,A,200898,53.15,2.921,,,,,,181.6620359,8.899,"(8.0, 9.0]","(2.9, 3.0]"
14,2010-05-02,False,2623469.9499999997,1105572.0111111111,1517897.9388888886,A,200898,27.31,2.784,,,,,,181.8711898,8.992,"(8.0, 9.0]","(2.7, 2.8]"
14,2010-05-03,False,2237544.75,1041588.2288888888,1195956.5211111112,A,200898,37.13,2.777,,,,,,182.1201566,8.992,"(8.0, 9.0]","(2.7, 2.8]"
14,2010-05-11,False,2078417.47,1017377.3753333334,1061040.0946666666,A,200898,45.65,2.917,,,,,,182.9463648,8.724,"(8.0, 9.0]","(2.9, 3.0]"
14,2010-05-14,False,2129771.13,1007335.1155555557,1122436.0144444443,A,200898,54.26,2.982,,,,,,181.6612792,8.899,"(8.0, 9.0]","(2.9, 3.0]"
14,2010-05-21,False,2108187.1,1002669.0680000001,1105518.0320000001,A,200898,62.62,2.958,,,,,,181.8538486,8.899,"(8.0, 9.0]","(2.9, 3.0]"
14,2010-05-28,False,2227152.16,1061277.8346666668,1165874.3253333333,A,200898,69.27,2.899,,,,,,182.0464181,8.899,"(8.0, 9.0]","(2.8, 2.9]"
14,2010-06-08,False,2219813.5,1071222.2026666666,1148591.2973333334,A,200898,77.17,2.784,,,,,,182.5320862,8.743,"(8.0, 9.0]","(2.7, 2.8]"
14,2010-06-18,False,2248645.59,1058267.694,1190377.896,A,200898,72.62,2.78,,,,,,182.4424199,8.899,"(8.0, 9.0]","(2.7, 2.8]"
14,2010-06-25,False,2246179.91,1035756.362,1210423.5480000002,A,200898,79.32,2.808,,,,,,182.3806,8.899,"(8.0, 9.0]","(2.8, 2.9]"
14,2010-07-05,False,2370116.52,1077849.8560000001,1292266.6639999999,A,200898,70.75,2.966,,,,,,181.6468154,8.899,"(8.0, 9.0]","(2.9, 3.0]"
14,2010-07-16,False,2130287.27,1027642.2128888889,1102645.057111111,A,200898,77.84,2.783,,,,,,182.2604411,8.743,"(8.0, 9.0]","(2.7, 2.8]"
14,2010-07-23,False,2044155.39,997529.9802222222,1046625.4097777777,A,200898,81.46,2.771,,,,,,182.3509895,8.743,"(8.0, 9.0]","(2.7, 2.8]"
14,2010-07-30,False,2054843.28,991785.8537777779,1063057.4262222222,A,200898,79.78,2.781,,,,,,182.4415378,8.743,"(8.0, 9.0]","(2.7, 2.8]"
14,2010-08-10,False,2091663.2,1002288.3162222222,1089374.8837777777,A,200898,56.49,2.764,,,,,,182.7640032,8.724,"(8.0, 9.0]","(2.7, 2.8]"
14,2010-08-13,False,2052984.81,1032542.6313333334,1020442.1786666666,A,200898,78.44,2.805,,,,,,182.6226346,8.743,"(8.0, 9.0]","(2.8, 2.9]"
14,2010-08-20,False,2057138.31,1045798.9537777778,1011339.3562222222,A,200898,76.01,2.779,,,,,,182.6165205,8.743,"(8.0, 9.0]","(2.7, 2.8]"
14,2010-08-27,False,2020332.07,1020216.4542222222,1000115.6157777779,A,200898,71.36,2.755,,,,,,182.6104063,8.743,"(8.0, 9.0]","(2.7, 2.8]"
14,2010-09-04,False,2258781.2800000003,1052562.0097777778,1206219.2702222224,A,200898,65.45,2.869,,,,,,181.7596377,8.899,"(8.0, 9.0]","(2.8, 2.9]"
14,2010-09-07,False,2236209.13,1064433.986,1171775.1439999999,A,200898,82.45,2.793,,,,,,182.2569603,8.743,"(8.0, 9.0]","(2.7, 2.8]"
14,2010-09-17,False,1953539.85,957349.478,996190.3720000001,A,200898,66.55,2.706,,,,,,182.622509,8.743,"(8.0, 9.0]","(2.7, 2.8]"
14,2010-09-24,False,1879891.13,919078.0979999999,960813.032,A,200898,68.59,2.713,,,,,,182.6696737,8.743,"(8.0, 9.0]","(2.7, 2.8]"
14,2010-10-09,True,2191767.7600000002,1014097.7297777778,1177670.0302222224,A,200898,70.87,2.699,,,,,,182.598178,8.743,"(8.0, 9.0]","(2.6, 2.7]"
14,2010-10-12,False,2600519.26,1237039.342,1363479.9179999998,A,200898,30.54,3.109,,,,,,182.5519538,8.724,"(8.0, 9.0]","(3.1, 3.2]"
14,2010-10-15,False,1932162.63,958877.1877777779,973285.442222222,A,200898,58.61,2.868,,,,,,182.8106203,8.724,"(8.0, 9.0]","(2.8, 2.9]"
14,2010-10-22,False,1936621.09,957037.1004444443,979583.9895555557,A,200898,53.15,2.917,,,,,,182.8558685,8.724,"(8.0, 9.0]","(2.9, 3.0]"
14,2010-10-29,False,1984768.34,968951.7988888889,1015816.5411111112,A,200898,61.3,2.921,,,,,,182.9011166,8.724,"(8.0, 9.0]","(2.9, 3.0]"
14,2010-11-06,False,2249570.04,1062812.1493333334,1186757.8906666667,A,200898,69.71,2.809,,,,,,182.4315571,8.899,"(8.0, 9.0]","(2.8, 2.9]"
14,2010-11-19,False,1968462.58,1002790.7595555555,965671.8204444445,A,200898,50.02,3.0,,,,,,182.8989385,8.724,"(8.0, 9.0]","(2.9, 3.0]"
14,2010-11-26,True,2921709.71,1462688.960888889,1459020.749111111,A,200898,46.15,3.039,,,,,,182.7832769,8.724,"(8.0, 9.0]","(3.0, 3.1]"
14,2010-12-02,True,1704218.84,1074148.3917777778,630070.4482222223,A,200898,27.73,2.773,,,,,,181.982317,8.992,"(8.0, 9.0]","(2.7, 2.8]"
14,2010-12-03,False,2156035.06,1020564.3668888889,1135470.6931111112,A,200898,45.8,2.818,,,,,,182.1628441,8.992,"(8.0, 9.0]","(2.8, 2.9]"
14,2010-12-11,False,2092189.06,1024995.5739999999,1067193.486,A,200898,46.14,2.931,,,,,,182.9916129,8.724,"(8.0, 9.0]","(2.9, 3.0]"
14,2010-12-17,False,2762861.41,1373795.5522222223,1389065.8577777778,A,200898,30.51,3.14,,,,,,182.517732,8.724,"(8.0, 9.0]","(3.1, 3.2]"
14,2010-12-24,False,3818686.45,1798475.9022222222,2020210.547777778,A,200898,30.59,3.141,,,,,,182.54459,8.724,"(8.0, 9.0]","(3.1, 3.2]"
14,2010-12-31,True,1623716.46,898500.4222222222,725216.0377777778,A,200898,29.67,3.179,,,,,,182.5714479,8.724,"(8.0, 9.0]","(3.1, 3.2]"
15,2010-01-10,False,566945.95,938663.9082222221,-371717.95822222217,B,123737,59.69,2.84,,,,,,132.7568,8.067,"(8.0, 9.0]","(2.8, 2.9]"
15,2010-02-04,False,718470.71,1120529.5835555554,-402058.8735555555,B,123737,45.27,2.957,,,,,,131.9019677,8.185,"(8.0, 9.0]","(2.9, 3.0]"
15,2010-02-07,False,709337.11,1087055.211111111,-377718.1011111111,B,123737,66.13,2.958,,,,,,132.5218667,8.099,"(8.0, 9.0]","(2.9, 3.0]"
15,2010-02-19,False,660838.75,1072822.084,-411983.33400000003,B,123737,27.54,2.909,,,,,,131.637,8.35,"(8.0, 9.0]","(2.9, 3.0]"
15,2010-02-26,False,564883.2000000001,977079.3584444445,-412196.1584444444,B,123737,29.87,2.91,,,,,,131.686,8.35,"(8.0, 9.0]","(2.9, 3.0]"
15,2010-03-09,False,638647.21,1048761.2802222222,-410114.07022222225,B,123737,73.17,2.86,,,,,,132.7248387,8.099,"(8.0, 9.0]","(2.8, 2.9]"
15,2010-03-12,False,754134.95,1109089.5084444445,-354954.55844444456,B,123737,36.0,3.2,,,,,,132.7566667,8.067,"(8.0, 9.0]","(3.1, 3.2]"
15,2010-03-19,False,593710.67,999754.992,-406044.3219999999,B,123737,44.69,2.96,,,,,,131.8242903,8.35,"(8.0, 9.0]","(2.9, 3.0]"
15,2010-03-26,False,592111.49,980754.69,-388643.19999999995,B,123737,39.53,2.963,,,,,,131.863129,8.35,"(8.0, 9.0]","(2.9, 3.0]"
15,2010-04-06,False,693192.5,1115300.9582222223,-422108.4582222223,B,123737,69.99,3.006,,,,,,132.3648387,8.185,"(8.0, 9.0]","(3.0, 3.1]"
15,2010-04-16,False,641208.65,1004081.4906666667,-362872.8406666666,B,123737,49.63,3.01,,,,,,131.9809,8.185,"(8.0, 9.0]","(3.0, 3.1]"
15,2010-04-23,False,643097.6,994098.9457777778,-351001.34577777784,B,123737,46.54,3.021,,,,,,132.0226667,8.185,"(8.0, 9.0]","(3.0, 3.1]"
15,2010-04-30,False,570791.11,971225.0380000001,-400433.9280000001,B,123737,49.09,3.042,,,,,,132.0644333,8.185,"(8.0, 9.0]","(3.0, 3.1]"
15,2010-05-02,False,652122.44,1105572.0111111111,-453449.5711111112,B,123737,19.83,2.954,,,,,,131.5279032,8.35,"(8.0, 9.0]","(2.9, 3.0]"
15,2010-05-03,False,605325.43,1041588.2288888888,-436262.7988888888,B,123737,31.79,2.919,,,,,,131.735,8.35,"(8.0, 9.0]","(2.9, 3.0]"
15,2010-05-11,False,612987.64,1017377.3753333334,-404389.7353333334,B,123737,40.29,3.049,,,,,,132.9245806,8.067,"(8.0, 9.0]","(3.0, 3.1]"
15,2010-05-14,False,594385.2,1007335.1155555557,-412949.9155555557,B,123737,47.13,3.112,,,,,,132.152129,8.185,"(8.0, 9.0]","(3.1, 3.2]"
15,2010-05-21,False,616598.1,1002669.0680000001,-386070.9680000001,B,123737,59.09,3.096,,,,,,132.2230323,8.185,"(8.0, 9.0]","(3.0, 3.1]"
15,2010-05-28,False,744772.88,1061277.8346666668,-316504.9546666668,B,123737,70.61,3.046,,,,,,132.2939355,8.185,"(8.0, 9.0]","(3.0, 3.1]"
15,2010-06-08,False,639651.24,1071222.2026666666,-431570.9626666666,B,123737,72.7,2.942,,,,,,132.6141935,8.099,"(8.0, 9.0]","(2.9, 3.0]"
15,2010-06-18,False,652329.53,1058267.694,-405938.1639999999,B,123737,65.83,2.942,,,,,,132.4733333,8.185,"(8.0, 9.0]","(2.9, 3.0]"
15,2010-06-25,False,672194.03,1035756.362,-363562.33199999994,B,123737,72.79,2.958,,,,,,132.4976,8.185,"(8.0, 9.0]","(2.9, 3.0]"
15,2010-07-05,False,661348.88,1077849.8560000001,-416500.97600000014,B,123737,63.16,3.095,,,,,,132.1062,8.185,"(8.0, 9.0]","(3.0, 3.1]"
15,2010-07-16,False,633203.69,1027642.2128888889,-394438.52288888895,B,123737,72.83,2.933,,,,,,132.5667742,8.099,"(8.0, 9.0]","(2.9, 3.0]"
15,2010-07-23,False,598553.43,997529.9802222222,-398976.5502222221,B,123737,73.2,2.924,,,,,,132.5825806,8.099,"(8.0, 9.0]","(2.9, 3.0]"
15,2010-07-30,False,619224.0599999999,991785.8537777779,-372561.79377777793,B,123737,72.04,2.932,,,,,,132.5983871,8.099,"(8.0, 9.0]","(2.9, 3.0]"
15,2010-08-10,False,591603.79,1002288.3162222222,-410684.52622222214,B,123737,52.19,2.903,,,,,,132.7516667,8.067,"(8.0, 9.0]","(2.9, 3.0]"
15,2010-08-13,False,622437.08,1032542.6313333334,-410105.5513333335,B,123737,72.17,2.923,,,,,,132.63,8.099,"(8.0, 9.0]","(2.9, 3.0]"
15,2010-08-20,False,637090.44,1045798.9537777778,-408708.5137777779,B,123737,71.1,2.913,,,,,,132.6616129,8.099,"(8.0, 9.0]","(2.9, 3.0]"
15,2010-08-27,False,649791.15,1020216.4542222222,-370425.3042222222,B,123737,65.07,2.885,,,,,,132.6932258,8.099,"(8.0, 9.0]","(2.8, 2.9]"
15,2010-09-04,False,634605.77,1052562.0097777778,-417956.2397777778,B,123737,57.77,2.992,,,,,,131.9408065,8.185,"(8.0, 9.0]","(2.9, 3.0]"
15,2010-09-07,False,691497.62,1064433.986,-372936.36600000004,B,123737,77.33,2.94,,,,,,132.5461333,8.099,"(8.0, 9.0]","(2.9, 3.0]"
15,2010-09-17,False,583210.87,957349.478,-374138.608,B,123737,57.94,2.846,,,,,,132.7670667,8.099,"(8.0, 9.0]","(2.8, 2.9]"
15,2010-09-24,False,548542.47,919078.0979999999,-370535.6279999999,B,123737,62.53,2.837,,,,,,132.7619333,8.099,"(8.0, 9.0]","(2.8, 2.9]"
15,2010-10-09,True,641965.2,1014097.7297777778,-372132.52977777785,B,123737,62.36,2.837,,,,,,132.7564516,8.099,"(8.0, 9.0]","(2.8, 2.9]"
15,2010-10-12,False,847294.04,1237039.342,-389745.3019999999,B,123737,23.97,3.255,,,,,,132.6764,8.067,"(8.0, 9.0]","(3.2, 3.3]"
15,2010-10-15,False,577011.26,958877.1877777779,-381865.9277777779,B,123737,49.96,2.999,,,,,,132.7633548,8.067,"(8.0, 9.0]","(2.9, 3.0]"
15,2010-10-22,False,600395.73,957037.1004444443,-356641.37044444436,B,123737,47.1,3.049,,,,,,132.8170968,8.067,"(8.0, 9.0]","(3.0, 3.1]"
15,2010-10-29,False,598301.5,968951.7988888889,-370650.2988888889,B,123737,55.09,3.055,,,,,,132.8708387,8.067,"(8.0, 9.0]","(3.0, 3.1]"
15,2010-11-06,False,619337.29,1062812.1493333334,-443474.8593333333,B,123737,61.04,2.972,,,,,,132.4357419,8.185,"(8.0, 9.0]","(2.9, 3.0]"
15,2010-11-19,False,608200.81,1002790.7595555555,-394589.9495555555,B,123737,44.1,3.138,,,,,,132.9172,8.067,"(8.0, 9.0]","(3.1, 3.2]"
